title,release_date,rating,ratings_count,added,genres,tags,developers
Control,2019-08-27,4.15,2011,9653,Action|Shooter|Adventure,Singleplayer|Full controller support|Atmospheric|Third Person|Sci-fi|Exploration|Female Protagonist|Action-Adventure|Cinematic|Metroidvania|3rd-Person Perspective|Detective|Supernatural|Abstract|realism|paranormal,
Star Wars Jedi: Fallen Order,2019-11-15,4.14,2260,9608,Action|Adventure,Singleplayer|Full controller support|Atmospheric|Story Rich|Third Person|Sci-fi|Exploration|Difficult|Space|Hack and Slash|Metroidvania|3rd-Person Perspective|Heist|Souls-like|Star Wars|ea play|cinema|lightsaber|Singe-player,
Uncharted 4: A Thief’s End,2016-05-10,4.48,3701,9540,Action|Shooter,Atmospheric|Action-Adventure|3rd-Person Perspective,
Counter-Strike: Source,2004-11-01,3.75,1519,9530,Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|First-Person|FPS|Difficult|Sandbox|Survival|Tactical|stats|PvP|Cross-Platform Multiplayer|Moddable|War|Team-Based|Military|Competitive|Valve Anti-Cheat enabled|Includes Source SDK|e-sports,
Dead Space (2008),2008-10-13,4.38,2184,9496,Action|Shooter,Singleplayer|Full controller support|Atmospheric|RPG|Story Rich|Third Person|Sci-fi|Horror|Gore|Survival|Third-Person Shooter|Dark|Space|Zombies|Survival Horror|controller support|Futuristic|Aliens|Silent Protagonist,
Mass Effect 2,2010-01-26,4.46,3056,9468,Action|RPG,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Third Person|Sci-fi|Classic|Female Protagonist|Action RPG|Third-Person Shooter|Space|Character Customization|Choices Matter|Cinematic|Real-Time with Pause|Romance,
Just Cause 3,2015-11-30,3.41,1573,9355,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Co-op|Open World|cooperative|Third Person|Funny|Exploration|Sandbox|Comedy|Third-Person Shooter|Moddable|Physics|Parkour|Destruction,
Death Stranding,2019-11-08,4.32,2083,9329,Action|Adventure,Singleplayer|Atmospheric|Great Soundtrack|Story Rich|Open World|Third Person|Sci-fi|Partial Controller Support|Horror|Exploration|Survival|Stealth|Action-Adventure|Nudity|Post-apocalyptic|Cinematic|Aliens|Memes|Walking Simulator|3rd-Person Perspective|Drama|Heist|Masterpiece,
Metro: Last Light Redux,2014-08-25,4.13,1690,9322,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|Open World|First-Person|Sci-fi|Horror|FPS|Difficult|Survival|Stealth|Nudity|Survival Horror|Post-apocalyptic|overlay|Remake|Based On A Novel,
Borderlands: The Pre-Sequel,2014-10-13,3.56,1378,9292,Action|Shooter|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|RPG|Co-op|Open World|cooperative|First-Person|Sci-fi|FPS|Online Co-Op|Funny|Female Protagonist|Comedy|Action RPG|Space|Memes|Loot,
Counter-Strike,2000-11-01,4.05,1639,9288,Action|Shooter,Multiplayer|First-Person|FPS|Classic|Survival|Tactical|PvP|Team-Based|Military|Competitive|Valve Anti-Cheat enabled|1990's|Assassin|1980s|Ninja|Score Attack|e-sports,
Metro 2033 Redux,2014-08-25,4.1,1914,9268,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|Open World|First-Person|Horror|FPS|Gore|Classic|Survival|Stealth|Dark|Survival Horror|Post-apocalyptic|Mature|overlay|Remake|online|city|Based On A Novel|fire|light,
Left 4 Dead,2008-11-17,4.1,1687,9211,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Co-op|cooperative|First-Person|Horror|FPS|Online Co-Op|Steam Leaderboards|Female Protagonist|Survival|Tactical|stats|Zombies|Moddable|Post-apocalyptic|Captions available|Replay Value|Team-Based|Competitive|Valve Anti-Cheat enabled|Commentary available|Includes Source SDK,
BioShock 2 Remastered,2016-09-15,4.0,1009,9150,Action|RPG,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|RPG|Story Rich|First-Person|Sci-fi|Horror|FPS|Dystopian|Steampunk,
Metal Gear Solid V: Ground Zeroes,2014-03-18,3.9,1707,9109,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Open World|Third Person|Steam Leaderboards|Classic|Sandbox|Comedy|Stealth|Tactical|Third-Person Shooter|Dark|Replay Value|Short|Cinematic|Cold War,
Hades,2020-09-17,4.42,2050,9044,Action|Adventure|RPG|Indie,Singleplayer|Full controller support|Atmospheric|Great Soundtrack|RPG|Story Rich|2D|Fantasy|Action-Adventure|Action RPG|Early Access|Hack and Slash|Replay Value|Roguelike|Isometric|Roguelite|Dungeon Crawler|Hand-drawn|Perma Death|dungeons,
NieR:Automata,2017-03-17,4.37,2146,9017,Action|RPG,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Sci-fi|Partial Controller Support|Female Protagonist|Violent|Anime|Nudity|Hack and Slash|Post-apocalyptic|JRPG|Robots|Bullet Hell|Character Action Game|Spectacle fighter,
Mortal Kombat X,2015-04-07,3.86,2109,9015,Action|Fighting,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Third Person|Horror|Online Co-Op|Fantasy|Gore|Steam Leaderboards|Female Protagonist|Violent|Local Multiplayer|Mature|Competitive|Blood|2.5D|2D Fighter,
The Last Of Us Remastered,2014-07-29,4.69,2847,8969,Action|Adventure,Multiplayer|Atmospheric|Survival|Stealth|Action-Adventure|Action RPG|Zombies|exclusive|3rd-Person Perspective,
Mass Effect,2007-11-16,4.39,2679,8964,Action|RPG,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Sci-fi|Female Protagonist|Action RPG|Third-Person Shooter|Space|Character Customization|Choices Matter|Dark Fantasy|Real-Time with Pause|Romance,
Just Cause 2,2010-03-23,3.62,1360,8918,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|Co-op|Open World|cooperative|Third Person|FPS|Funny|Exploration|Sandbox|Comedy|Third-Person Shooter|Moddable|Physics|3D Vision|Destruction,
ARK: Survival Of The Fittest,2016-03-15,2.6,523,8915,Action|RPG|Strategy|Massively Multiplayer|Indie,Singleplayer|Multiplayer|RPG|Co-op|Open World|First-Person|Partial Controller Support|FPS|Exploration|Steam Leaderboards|Sandbox|Survival|Free to Play|Early Access|stats|Steam Workshop|PvP|Includes level editor|Crafting|Dragons|Dinosaurs,
Fall Guys: Ultimate Knockout,2020-08-04,3.74,1343,8905,Action|Sports|Casual|Massively Multiplayer|Indie,Steam Achievements|Full controller support|Online multiplayer|Cross-Platform Multiplayer,
Minecraft,2009-05-10,4.43,3077,8840,Action|Simulation|Arcade|Massively Multiplayer|Indie,Multiplayer|Sandbox|3D|Crafting|Building|vr mod|open-world|cube|modding|procedural-generation,
Monster Hunter: World,2018-01-26,4.01,1623,8817,Action|Adventure|RPG,Singleplayer|Multiplayer|Atmospheric|Great Soundtrack|RPG|Co-op|Open World|cooperative|Third Person|Partial Controller Support|Online Co-Op|Fantasy|Exploration|Difficult|Action-Adventure|Action RPG|stats|Hack and Slash|Character Customization|Replay Value|JRPG|3rd-Person Perspective|Souls-like|Hunting|Dinosaurs|Monsters|atmosphere,
Mad Max,2015-08-31,3.78,1744,8793,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Atmospheric|RPG|Open World|First-Person|Third Person|Exploration|Sandbox|Survival|Third-Person Shooter|War|Post-apocalyptic|Driving|movie-based,
Bastion,2011-07-20,4.15,1666,8741,Action|Adventure|RPG|Indie,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|2D|Fantasy|Steam Leaderboards|Action RPG|Controller|role-playing|Hack and Slash|Post-apocalyptic|controller support|Short|Colorful|Isometric|Music|Hand-drawn|Narration|Twin Stick Shooter|Dynamic Narration|Narrative,
Middle-earth: Shadow of War,2017-09-27,3.86,1374,8718,Action|RPG,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Fantasy|Gore|Violent|Stealth|Action RPG|Anime|Hack and Slash|War|In-App Purchases|Dark Fantasy|Medieval|Magic,
Batman: Arkham City - Game of the Year Edition,2012-09-07,4.4,1460,8704,Action|Adventure,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|Open World|Third Person|Partial Controller Support|Sandbox|Stealth|Action-Adventure|Controller|Cinematic|Beat 'em up|Metroidvania|3D Vision|Detective|Comic Book|Superhero|Batman,
Resident Evil 7: Biohazard,2017-01-23,4.33,1958,8694,Action|Shooter|Adventure,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|First-Person|Horror|FPS|Gore|Exploration|Classic|Survival|Violent|Action-Adventure|Zombies|Survival Horror|Cinematic|Memes|VR|Detective|America,
Paladins,2016-09-15,3.08,1414,8691,Action|Shooter,Steam Achievements|Multiplayer|steam-trading-cards|Co-op|cooperative|First-Person|Partial Controller Support|FPS|Online Co-Op|Fantasy|Funny|Survival|Free to Play|Online multiplayer|Early Access|PvP|Anime|In-App Purchases|Team-Based|Memes|MOBA,
Titanfall 2,2016-10-28,4.31,2058,8669,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|First-Person|Sci-fi|FPS|Gore|Exploration|Violent|Action-Adventure|PvP|Cinematic|combat|Team-Based|Futuristic|RTS|Fast-Paced|Military|Parkour|Online PvP|Steam Trading Cards|Robots|Time Travel|Mechs|Hero Shooter|grappling-hook,
ARK: Survival Evolved,2015-06-02,3.07,664,8668,Action|Adventure|RPG|Massively Multiplayer|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|RPG|Co-op|Open World|cooperative|First-Person|Sci-fi|Sandbox|Survival|Free to Play|Early Access|Steam Workshop|role-playing|Includes level editor|Crafting|Building|VR|Valve Anti-Cheat enabled|mmo|MMORPG|Base Building|Dragons|Dinosaurs,
Bloodborne,2015-03-24,4.41,2446,8648,Action|RPG,Atmospheric|Story Rich|Third Person|Exploration|Character Customization|exclusive|Dark Fantasy|true exclusive,
Cities: Skylines,2015-03-10,4.12,1525,8634,Strategy|Simulation,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|Great Soundtrack|Partial Controller Support|Funny|Sandbox|Steam Workshop|Includes level editor|Moddable|Family Friendly|Replay Value|Realistic|Building|Management|Real-Time with Pause|Resource Management|Economy|City Builder|Mod|Modern,
Journey,2012-03-13,4.32,2451,8598,Adventure|Family|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Co-op|Story Rich|cooperative|First-Person|Horror|FPS|Online Co-Op|Exploration|Classic|Free to Play|Action-Adventure|Family Friendly|Mystery|3D|Multiple Endings|3rd-Person Perspective|Music|Stylized|Masterpiece|Beautiful|calm|peaceful,
Batman: Arkham Asylum Game of the Year Edition,2010-03-26,4.38,1573,8571,Action|Adventure|Platformer,Singleplayer|Steam Achievements|Steam Cloud|Atmospheric|steam-trading-cards|Story Rich|Open World|Third Person|Partial Controller Support|Horror|Stealth|Action-Adventure|Controller|Beat 'em up|Metroidvania|3D Vision|Detective|Comic Book|Superhero|Batman,
Undertale,2015-09-14,4.35,1870,8544,RPG|Indie,Singleplayer|Great Soundtrack|RPG|Story Rich|2D|Horror|Funny|Comedy|Pixel Graphics|Dark|Retro|role-playing|Cute|Replay Value|Choices Matter|Memes|Multiple Endings|overlay|Bullet Hell|Dating Sim,
Unturned,2014-07-07,2.74,1111,8536,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Steam Cloud|Atmospheric|steam-trading-cards|Co-op|Open World|cooperative|First-Person|Horror|FPS|Online Co-Op|Sandbox|Survival|Free to Play|Online multiplayer|Early Access|stats|Steam Workshop|Zombies|Includes level editor|In-App Purchases|Post-apocalyptic|Crafting|VR|Valve Anti-Cheat enabled,
Warhammer: Vermintide 2,2018-03-08,3.61,775,8514,Action|Indie,Co-op|cooperative|Online Co-Op|Gore|Violent|Games Workshop,
XCOM: Enemy Unknown,2012-10-09,4.2,1582,8508,Strategy,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Sci-fi|Difficult|Tactical|Cross-Platform Multiplayer|Character Customization|Turn-Based|Replay Value|Futuristic|Isometric|Aliens|Turn-Based Strategy|Base Building|Turn-Based Tactics|Perma Death,
Fallout,1997-09-30,4.2,1215,8471,RPG,Singleplayer|Steam Cloud|Atmospheric|RPG|Open World|2D|Sci-fi|Exploration|Difficult|Classic|Sandbox|Tactical|Retro|role-playing|Turn-Based|Post-apocalyptic|Isometric|Multiple Endings|1990's|Turn-Based Combat|CRPG|gameplay feature: multiple endings|gameplay feature: drug addiction|gameplay feature: gambling|gameplay feature: karma meter|gameplay feature: radiation / radioactive poisoning|gameplay feature: targeting system|wasteland universe|weapon: minigun|fallout games|game feature: hexagonal map|gameplay feature: auto-mapping|gameplay feature: character development - skill distribution|gameplay feature: day / night cycle,
Far Cry 5,2018-03-27,3.72,2151,8440,Action|Shooter,Singleplayer|Multiplayer|Atmospheric|steam-trading-cards|Co-op|Story Rich|Open World|cooperative|First-Person|Partial Controller Support|FPS|Exploration|Female Protagonist|Survival|Stealth|Includes level editor|Character Customization|Captions available|Memes|Illuminati|America|Hunting|microtransactions,
Mafia II,2010-08-24,4.24,2190,8425,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Partial Controller Support|Classic|Sandbox|Third-Person Shooter|Nudity|Crime|3D Vision|Driving|Music|America,
Brothers: A Tale of Two Sons,2013-08-07,4.18,1636,8423,Action|Adventure|Indie,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Atmospheric|Great Soundtrack|Story Rich|2D|Third Person|Fantasy|Survival|Local Co-Op|Controller|controller support|Short|Colorful|Turn-Based Strategy|Walking Simulator|Top-Down|Linear|3D Vision|Stylized|Drama|Hand-drawn|Turn-Based Tactics|Lore-Rich|Puzzle Platformer|Grid-Based Movement|Faith|solitaire|Foreign|Sokoban,
Brutal Legend,2009-10-12,3.64,1092,8408,Action|Strategy,Singleplayer|Steam Achievements|Multiplayer|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|RPG|Open World|Third Person|Fantasy|Funny|Comedy|Action-Adventure|Action RPG|Hack and Slash|controller support|RTS|Beat 'em up|Music|Gothic|Real time strategy,
SEGA Mega Drive and Genesis Classics,2010-06-01,2.98,571,8404,Action|Adventure|RPG|Fighting|Platformer,Singleplayer|Multiplayer|Full controller support|RPG|Co-op|cooperative|2D|Local Co-Op|Retro|Steam Workshop|VR|Beat 'em up,
Watch Dogs,2014-05-27,3.6,2200,8367,Action|Adventure,Singleplayer|Multiplayer|Atmospheric|RPG|Co-op|Open World|cooperative|Third Person|Partial Controller Support|FPS|Sandbox|Stealth|Third-Person Shooter|Futuristic|Parkour|Driving|Hacking|first person mod,
Shadow of the Tomb Raider,2018-09-14,3.91,1644,8353,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|Open World|Third Person|Gore|Exploration|Female Protagonist|Survival|Violent|Stealth|Action-Adventure|Dark|Lara Croft,
INSIDE,2016-06-28,4.39,2561,8351,Action|Adventure|Indie|Puzzle|Platformer,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Great Soundtrack|Story Rich|Sci-fi|Horror|Stealth|Dark|controller support|Mystery|Short|Dystopian|achievements|Puzzle-Platformer|2.5D|european|Oyun Kumandası Desteği|Steam Başarımları|Tek Oyunculu,
Metro Exodus,2019-02-13,4.16,1695,8340,Action|Shooter,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|steam-trading-cards|Great Soundtrack|Story Rich|First-Person|Sci-fi|Horror|FPS|Gore|Exploration|Survival|Violent|Stealth|Survival Horror|Post-apocalyptic|Crafting|Cinematic|steam|meat|category|russia,
Heavy Rain,2010-02-17,4.12,2448,8340,Action|Adventure,Singleplayer|Steam Achievements|Full controller support|Steam Cloud|Atmospheric|Story Rich|Third Person|Comedy|Violent|Nudity|Mystery|Choices Matter|Cinematic|Memes|Sexual Content|Multiple Endings|Detective|Drama|Narration|Emotional|Interactive Fiction|Investigation|Dynamic Narration,
Psychonauts,2005-04-01,4.04,977,8306,Action|Platformer,Singleplayer|Steam Achievements|Steam Cloud|steam-trading-cards|Great Soundtrack|Story Rich|Third Person|Partial Controller Support|Funny|Exploration|Classic|Comedy|Action-Adventure|Cute|3D|3D Vision|Surreal|3D Platformer|Cartoony|Cult Classic|Psychological,
Sekiro: Shadows Die Twice,2019-03-22,4.37,2097,8303,Action|RPG,Singleplayer|Atmospheric|Great Soundtrack|RPG|Story Rich|Open World|Third Person|Partial Controller Support|Exploration|Difficult|Violent|Stealth|Action-Adventure|Action RPG|Nudity|Dark Fantasy|Memes|Sexual Content|JRPG|3rd-Person Perspective|Assassin|Souls-like|Ninja,
Brawlhalla,2014-04-30,3.22,1106,8272,Action|Casual|Fighting|Indie,Singleplayer|Multiplayer|Full controller support|steam-trading-cards|Co-op|cooperative|2D|Online Co-Op|Survival|Free to Play|Online multiplayer|Split Screen|Local Co-Op|Controller|Local Multiplayer|Early Access|Cross-Platform Multiplayer|Beat 'em up|4 Player Local|2D Fighter,
Max Payne 3,2012-05-15,4.26,1925,8241,Action|Shooter,Singleplayer|Steam Achievements|Multiplayer|Atmospheric|Great Soundtrack|Co-op|Story Rich|Open World|Third Person|Partial Controller Support|FPS|Violent|Third-Person Shooter|Dark|Nudity|Cinematic|Linear|3D Vision|Noir|Bullet Time,
Saints Row IV,2013-08-20,3.82,1630,8224,Action|Adventure,Singleplayer|Multiplayer|Full controller support|Steam Cloud|Great Soundtrack|Co-op|Open World|cooperative|Third Person|Sci-fi|Online Co-Op|Funny|Sandbox|Female Protagonist|Comedy|Third-Person Shooter|Character Customization|Aliens|Dark Humor|Superhero|first person mod|Parody,
Firewatch,2016-02-08,4.3,2480,8214,Adventure|Indie,Atmospheric|Great Soundtrack|Story Rich|Horror|Exploration|Mystery|Short|Colorful|Mature|Walking Simulator|Visual Novel|Drama|Interactive Fiction|Thriller|interactive movie|interactive game,
